Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,24,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,75,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,73,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,32,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,96,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,15,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,3,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,61,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,30,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,56,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,50,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,50,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,16,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,68,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,55,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,26,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,103,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,12,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,42,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,29,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,52,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,50,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,77,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,28,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,84,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,46,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,41,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,93,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,7,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,54,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,32,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,34,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,32,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,60,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,15,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,51,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,74,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,20,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,92,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,7,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,51,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,20,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,66,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,59,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,49,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,24,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,92,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,46,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,21,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,95,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,10,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,3,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,43,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,21,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,33,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,30,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,79,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,21,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,42,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,55,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,33,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,85,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,11,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,57,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,35,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,60,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,50,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,102,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,21,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,102,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,83,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,46,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,140,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,17,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,5,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,61,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,41,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,41,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,49,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,78,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,19,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,73,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,81,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,38,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,143,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,6,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,5,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,66,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,26,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,74,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,60,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,72,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,17,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,86,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,29,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,30,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,87,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,12,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,4,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,62,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,24,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,68,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,59,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,67,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,17,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,97,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,44,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,30,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,102,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,9,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,1,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,60,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,35,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,61,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,44,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,80,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,35,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,89,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,77,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,46,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,135,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,3,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,55,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,40,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,30,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,30,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,54,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,22,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,23,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,79,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,33,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,96,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,8,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,1,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,48,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,26,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,45,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,53,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,61,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,12,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,69,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,56,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,28,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,90,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,6,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,3,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,40,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,38,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,45,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,47,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,43,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,17,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,59,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,58,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,30,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,95,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,7,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,1,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,37,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,20,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,24,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,19,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,62,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,15,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,39,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,56,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,25,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,69,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,8,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,41,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,18,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,55,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,55,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,74,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,34,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,100,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,65,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,41,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,115,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,11,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,57,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,45,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,103,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,99,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,91,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,40,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,157,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,60,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,34,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,185,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,17,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,4,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,88,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,42,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,40,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,26,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,57,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,10,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,50,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,42,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,23,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,76,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,7,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,2,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,29,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,23,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,67,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,53,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,60,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,20,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,106,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,42,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,50,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,144,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,8,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,4,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,51,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,32,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,70,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,61,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,89,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,21,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,94,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,78,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,64,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,177,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,9,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,6,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,87,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,50,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,115,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,110,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,82,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,16,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,135,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,51,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,33,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,151,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,14,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,4,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,55,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,32,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,82,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,83,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,76,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,32,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,137,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,75,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,41,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,158,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,15,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,8,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,90,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,31,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,42,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,41,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,66,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,19,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,77,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,47,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,36,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,95,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,9,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,1,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,48,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,36,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,92,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,82,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,81,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,21,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,113,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,55,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,45,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,187,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,20,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,6,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,63,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,55,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,67,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,60,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,68,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,33,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,99,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,63,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,33,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,141,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,15,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,4,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,74,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,25,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,51,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,64,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,57,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,26,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,107,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,51,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,34,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,133,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,7,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,1,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,72,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,28,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,53,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,47,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,34,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,19,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,82,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,31,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,25,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,120,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,9,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,1,10
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,37,11
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,36,12
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,38,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,46,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,48,3
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,15,4
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,69,5
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,44,6
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,27,7
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,113,8
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,10,9
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,2,10
