Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,407,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,340,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,212,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,193,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,47,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,35,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,63,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,42,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,20,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,16,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,133,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,131,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,324,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,286,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,51,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,49,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,86,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,59,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,44,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,56,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,284,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,262,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,..,6,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,491,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,436,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,94,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,71,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,121,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,86,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,40,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,61,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,318,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,261,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,317,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,285,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,72,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,64,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,116,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,84,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,72,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,77,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,350,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,304,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,..,6,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,441,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,416,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,95,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,89,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,121,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,101,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,61,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,51,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,269,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,258,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,..,6,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,289,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,237,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,42,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,51,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,100,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,55,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,20,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,25,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,229,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,181,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,425,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,368,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,76,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,81,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,125,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,73,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,51,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,70,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,355,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,354,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,335,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,326,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,59,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,73,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,88,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,72,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,48,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,52,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,294,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,244,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,335,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,283,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,63,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,48,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,94,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,75,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,72,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,68,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,265,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,258,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,..,6,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,233,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,236,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,64,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,53,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,76,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,64,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,50,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,49,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,259,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,242,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,251,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,244,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,58,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,42,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,90,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,70,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,29,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,28,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,246,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,209,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,..,6,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,466,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,477,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,94,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,87,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,134,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,94,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,48,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,59,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,362,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,312,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,343,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,331,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,77,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,60,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,107,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,105,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,48,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,45,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,244,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,239,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,..,6,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,382,1,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,393,1,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,72,2,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,59,2,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,120,3,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,88,3,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,64,4,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,58,4,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,331,5,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,302,5,2
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,..,6,1
2026-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,..,6,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,261,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,248,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,61,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,50,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,98,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,84,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,32,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,56,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,326,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2150,287,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,328,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,317,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,62,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,54,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,103,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,69,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,55,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,42,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,265,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2151,248,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,283,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,270,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,51,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,43,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,97,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,67,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,39,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,40,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,182,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2152,176,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,375,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,339,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,62,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,49,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,96,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,68,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,40,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,38,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,179,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2153,161,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,190,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,167,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,43,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,43,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,56,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,46,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,36,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,38,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,228,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2154,188,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,433,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,403,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,59,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,56,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,153,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,86,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,44,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,44,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,290,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,246,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,..,6,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2155,..,6,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,333,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,309,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,43,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,42,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,86,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,67,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,37,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,42,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,206,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2156,151,5,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,304,1,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,283,1,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,52,2,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,43,2,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,79,3,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,61,3,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,33,4,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,37,4,2
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,206,5,1
2026-01-01,2,Eixample,10,Sant Antoni,51,2157,186,5,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,378,1,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,379,1,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,69,2,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,56,2,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,112,3,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,81,3,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,56,4,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,44,4,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,265,5,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2158,236,5,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,430,1,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,400,1,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,71,2,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,77,2,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,125,3,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,96,3,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,70,4,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,67,4,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,315,5,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2159,315,5,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,464,1,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,458,1,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,96,2,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,81,2,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,130,3,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,121,3,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,71,4,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,68,4,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,294,5,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,298,5,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2160,..,6,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,236,1,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,245,1,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,32,2,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,40,2,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,64,3,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,51,3,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,41,4,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,49,4,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,218,5,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2161,174,5,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,310,1,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,286,1,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,46,2,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,41,2,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,100,3,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,69,3,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,44,4,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,44,4,2
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,234,5,1
2026-01-01,2,Eixample,10,Sant Antoni,52,2162,218,5,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,385,1,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,382,1,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,82,2,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,62,2,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,102,3,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,92,3,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,47,4,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,69,4,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,299,5,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,297,5,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2163,..,6,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,253,1,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,266,1,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,60,2,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,51,2,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,89,3,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,73,3,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,77,4,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,83,4,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,355,5,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2164,318,5,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,334,1,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,333,1,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,80,2,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,63,2,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,115,3,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,79,3,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,71,4,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,69,4,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,276,5,1
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,317,5,2
2026-01-01,2,Eixample,10,Sant Antoni,53,2165,..,6,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,428,1,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,397,1,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,75,2,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,80,2,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,127,3,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,101,3,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,87,4,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,77,4,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,382,5,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,344,5,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2166,..,6,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,507,1,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,533,1,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,97,2,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,63,2,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,138,3,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,90,3,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,62,4,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,75,4,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,341,5,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,337,5,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2167,..,6,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,509,1,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,462,1,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,73,2,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,63,2,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,153,3,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,107,3,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,76,4,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,77,4,2
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,425,5,1
2026-01-01,2,Eixample,10,Sant Antoni,54,2168,375,5,2
2026-01-01,2,Eixample,10,Sant Antoni,55,2169,312,1,1
2026-01-01,2,Eixample,10,Sant Antoni,55,2169,321,1,2
