Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX,EDAT_Q,SEXE
2026-01-01,1,Ciutat Vella,1,el Raval,813,1,0,1
2026-01-01,1,Ciutat Vella,1,el Raval,851,1,0,2
2026-01-01,1,Ciutat Vella,1,el Raval,648,1,1,1
2026-01-01,1,Ciutat Vella,1,el Raval,726,1,1,2
2026-01-01,1,Ciutat Vella,1,el Raval,526,1,2,1
2026-01-01,1,Ciutat Vella,1,el Raval,591,1,2,2
2026-01-01,1,Ciutat Vella,1,el Raval,519,1,3,1
2026-01-01,1,Ciutat Vella,1,el Raval,537,1,3,2
2026-01-01,1,Ciutat Vella,1,el Raval,376,1,4,1
2026-01-01,1,Ciutat Vella,1,el Raval,383,1,4,2
2026-01-01,1,Ciutat Vella,1,el Raval,251,1,5,1
2026-01-01,1,Ciutat Vella,1,el Raval,265,1,5,2
2026-01-01,1,Ciutat Vella,1,el Raval,184,1,6,1
2026-01-01,1,Ciutat Vella,1,el Raval,217,1,6,2
2026-01-01,1,Ciutat Vella,1,el Raval,161,1,7,1
2026-01-01,1,Ciutat Vella,1,el Raval,218,1,7,2
2026-01-01,1,Ciutat Vella,1,el Raval,153,1,8,1
2026-01-01,1,Ciutat Vella,1,el Raval,178,1,8,2
2026-01-01,1,Ciutat Vella,1,el Raval,192,1,9,1
2026-01-01,1,Ciutat Vella,1,el Raval,234,1,9,2
2026-01-01,1,Ciutat Vella,1,el Raval,268,1,10,1
2026-01-01,1,Ciutat Vella,1,el Raval,314,1,10,2
2026-01-01,1,Ciutat Vella,1,el Raval,287,1,11,1
2026-01-01,1,Ciutat Vella,1,el Raval,324,1,11,2
2026-01-01,1,Ciutat Vella,1,el Raval,287,1,12,1
2026-01-01,1,Ciutat Vella,1,el Raval,281,1,12,2
2026-01-01,1,Ciutat Vella,1,el Raval,219,1,13,1
2026-01-01,1,Ciutat Vella,1,el Raval,233,1,13,2
2026-01-01,1,Ciutat Vella,1,el Raval,168,1,14,1
2026-01-01,1,Ciutat Vella,1,el Raval,150,1,14,2
2026-01-01,1,Ciutat Vella,1,el Raval,162,1,15,1
2026-01-01,1,Ciutat Vella,1,el Raval,138,1,15,2
2026-01-01,1,Ciutat Vella,1,el Raval,130,1,16,1
2026-01-01,1,Ciutat Vella,1,el Raval,84,1,16,2
2026-01-01,1,Ciutat Vella,1,el Raval,104,1,17,1
2026-01-01,1,Ciutat Vella,1,el Raval,52,1,17,2
2026-01-01,1,Ciutat Vella,1,el Raval,87,1,18,1
2026-01-01,1,Ciutat Vella,1,el Raval,21,1,18,2
2026-01-01,1,Ciutat Vella,1,el Raval,18,1,19,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,1,19,2
2026-01-01,1,Ciutat Vella,1,el Raval,7,1,20,1
2026-01-01,1,Ciutat Vella,1,el Raval,81,2,0,1
2026-01-01,1,Ciutat Vella,1,el Raval,94,2,0,2
2026-01-01,1,Ciutat Vella,1,el Raval,57,2,1,1
2026-01-01,1,Ciutat Vella,1,el Raval,66,2,1,2
2026-01-01,1,Ciutat Vella,1,el Raval,56,2,2,1
2026-01-01,1,Ciutat Vella,1,el Raval,58,2,2,2
2026-01-01,1,Ciutat Vella,1,el Raval,59,2,3,1
2026-01-01,1,Ciutat Vella,1,el Raval,51,2,3,2
2026-01-01,1,Ciutat Vella,1,el Raval,72,2,4,1
2026-01-01,1,Ciutat Vella,1,el Raval,38,2,4,2
2026-01-01,1,Ciutat Vella,1,el Raval,83,2,5,1
2026-01-01,1,Ciutat Vella,1,el Raval,57,2,5,2
2026-01-01,1,Ciutat Vella,1,el Raval,90,2,6,1
2026-01-01,1,Ciutat Vella,1,el Raval,93,2,6,2
2026-01-01,1,Ciutat Vella,1,el Raval,61,2,7,1
2026-01-01,1,Ciutat Vella,1,el Raval,62,2,7,2
2026-01-01,1,Ciutat Vella,1,el Raval,43,2,8,1
2026-01-01,1,Ciutat Vella,1,el Raval,68,2,8,2
2026-01-01,1,Ciutat Vella,1,el Raval,46,2,9,1
2026-01-01,1,Ciutat Vella,1,el Raval,70,2,9,2
2026-01-01,1,Ciutat Vella,1,el Raval,66,2,10,1
2026-01-01,1,Ciutat Vella,1,el Raval,61,2,10,2
2026-01-01,1,Ciutat Vella,1,el Raval,65,2,11,1
2026-01-01,1,Ciutat Vella,1,el Raval,66,2,11,2
2026-01-01,1,Ciutat Vella,1,el Raval,44,2,12,1
2026-01-01,1,Ciutat Vella,1,el Raval,53,2,12,2
2026-01-01,1,Ciutat Vella,1,el Raval,42,2,13,1
2026-01-01,1,Ciutat Vella,1,el Raval,46,2,13,2
2026-01-01,1,Ciutat Vella,1,el Raval,40,2,14,1
2026-01-01,1,Ciutat Vella,1,el Raval,33,2,14,2
2026-01-01,1,Ciutat Vella,1,el Raval,36,2,15,1
2026-01-01,1,Ciutat Vella,1,el Raval,20,2,15,2
2026-01-01,1,Ciutat Vella,1,el Raval,22,2,16,1
2026-01-01,1,Ciutat Vella,1,el Raval,22,2,16,2
2026-01-01,1,Ciutat Vella,1,el Raval,18,2,17,1
2026-01-01,1,Ciutat Vella,1,el Raval,17,2,17,2
2026-01-01,1,Ciutat Vella,1,el Raval,24,2,18,1
2026-01-01,1,Ciutat Vella,1,el Raval,7,2,18,2
2026-01-01,1,Ciutat Vella,1,el Raval,11,2,19,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,2,19,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,2,20,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,2,20,2
2026-01-01,1,Ciutat Vella,1,el Raval,8,3,0,1
2026-01-01,1,Ciutat Vella,1,el Raval,12,3,0,2
2026-01-01,1,Ciutat Vella,1,el Raval,21,3,1,1
2026-01-01,1,Ciutat Vella,1,el Raval,13,3,1,2
2026-01-01,1,Ciutat Vella,1,el Raval,15,3,2,1
2026-01-01,1,Ciutat Vella,1,el Raval,22,3,2,2
2026-01-01,1,Ciutat Vella,1,el Raval,15,3,3,1
2026-01-01,1,Ciutat Vella,1,el Raval,24,3,3,2
2026-01-01,1,Ciutat Vella,1,el Raval,36,3,4,1
2026-01-01,1,Ciutat Vella,1,el Raval,28,3,4,2
2026-01-01,1,Ciutat Vella,1,el Raval,87,3,5,1
2026-01-01,1,Ciutat Vella,1,el Raval,77,3,5,2
2026-01-01,1,Ciutat Vella,1,el Raval,103,3,6,1
2026-01-01,1,Ciutat Vella,1,el Raval,143,3,6,2
2026-01-01,1,Ciutat Vella,1,el Raval,114,3,7,1
2026-01-01,1,Ciutat Vella,1,el Raval,137,3,7,2
2026-01-01,1,Ciutat Vella,1,el Raval,86,3,8,1
2026-01-01,1,Ciutat Vella,1,el Raval,107,3,8,2
2026-01-01,1,Ciutat Vella,1,el Raval,84,3,9,1
2026-01-01,1,Ciutat Vella,1,el Raval,134,3,9,2
2026-01-01,1,Ciutat Vella,1,el Raval,73,3,10,1
2026-01-01,1,Ciutat Vella,1,el Raval,92,3,10,2
2026-01-01,1,Ciutat Vella,1,el Raval,86,3,11,1
2026-01-01,1,Ciutat Vella,1,el Raval,128,3,11,2
2026-01-01,1,Ciutat Vella,1,el Raval,105,3,12,1
2026-01-01,1,Ciutat Vella,1,el Raval,105,3,12,2
2026-01-01,1,Ciutat Vella,1,el Raval,140,3,13,1
2026-01-01,1,Ciutat Vella,1,el Raval,139,3,13,2
2026-01-01,1,Ciutat Vella,1,el Raval,165,3,14,1
2026-01-01,1,Ciutat Vella,1,el Raval,128,3,14,2
2026-01-01,1,Ciutat Vella,1,el Raval,168,3,15,1
2026-01-01,1,Ciutat Vella,1,el Raval,116,3,15,2
2026-01-01,1,Ciutat Vella,1,el Raval,150,3,16,1
2026-01-01,1,Ciutat Vella,1,el Raval,118,3,16,2
2026-01-01,1,Ciutat Vella,1,el Raval,115,3,17,1
2026-01-01,1,Ciutat Vella,1,el Raval,72,3,17,2
2026-01-01,1,Ciutat Vella,1,el Raval,94,3,18,1
2026-01-01,1,Ciutat Vella,1,el Raval,33,3,18,2
2026-01-01,1,Ciutat Vella,1,el Raval,25,3,19,1
2026-01-01,1,Ciutat Vella,1,el Raval,8,3,19,2
2026-01-01,1,Ciutat Vella,1,el Raval,6,3,20,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,3,20,2
2026-01-01,1,Ciutat Vella,1,el Raval,10,4,0,1
2026-01-01,1,Ciutat Vella,1,el Raval,9,4,0,2
2026-01-01,1,Ciutat Vella,1,el Raval,16,4,1,1
2026-01-01,1,Ciutat Vella,1,el Raval,14,4,1,2
2026-01-01,1,Ciutat Vella,1,el Raval,15,4,2,1
2026-01-01,1,Ciutat Vella,1,el Raval,15,4,2,2
2026-01-01,1,Ciutat Vella,1,el Raval,15,4,3,1
2026-01-01,1,Ciutat Vella,1,el Raval,18,4,3,2
2026-01-01,1,Ciutat Vella,1,el Raval,199,4,4,1
2026-01-01,1,Ciutat Vella,1,el Raval,136,4,4,2
2026-01-01,1,Ciutat Vella,1,el Raval,432,4,5,1
2026-01-01,1,Ciutat Vella,1,el Raval,360,4,5,2
2026-01-01,1,Ciutat Vella,1,el Raval,393,4,6,1
2026-01-01,1,Ciutat Vella,1,el Raval,397,4,6,2
2026-01-01,1,Ciutat Vella,1,el Raval,227,4,7,1
2026-01-01,1,Ciutat Vella,1,el Raval,299,4,7,2
2026-01-01,1,Ciutat Vella,1,el Raval,181,4,8,1
2026-01-01,1,Ciutat Vella,1,el Raval,237,4,8,2
2026-01-01,1,Ciutat Vella,1,el Raval,123,4,9,1
2026-01-01,1,Ciutat Vella,1,el Raval,183,4,9,2
2026-01-01,1,Ciutat Vella,1,el Raval,80,4,10,1
2026-01-01,1,Ciutat Vella,1,el Raval,114,4,10,2
2026-01-01,1,Ciutat Vella,1,el Raval,51,4,11,1
2026-01-01,1,Ciutat Vella,1,el Raval,70,4,11,2
2026-01-01,1,Ciutat Vella,1,el Raval,25,4,12,1
2026-01-01,1,Ciutat Vella,1,el Raval,40,4,12,2
2026-01-01,1,Ciutat Vella,1,el Raval,25,4,13,1
2026-01-01,1,Ciutat Vella,1,el Raval,30,4,13,2
2026-01-01,1,Ciutat Vella,1,el Raval,11,4,14,1
2026-01-01,1,Ciutat Vella,1,el Raval,19,4,14,2
2026-01-01,1,Ciutat Vella,1,el Raval,6,4,15,1
2026-01-01,1,Ciutat Vella,1,el Raval,6,4,15,2
2026-01-01,1,Ciutat Vella,1,el Raval,10,4,16,1
2026-01-01,1,Ciutat Vella,1,el Raval,7,4,16,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,4,17,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,4,17,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,4,18,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,4,18,2
2026-01-01,1,Ciutat Vella,1,el Raval,87,5,0,1
2026-01-01,1,Ciutat Vella,1,el Raval,89,5,0,2
2026-01-01,1,Ciutat Vella,1,el Raval,210,5,1,1
2026-01-01,1,Ciutat Vella,1,el Raval,221,5,1,2
2026-01-01,1,Ciutat Vella,1,el Raval,331,5,2,1
2026-01-01,1,Ciutat Vella,1,el Raval,314,5,2,2
2026-01-01,1,Ciutat Vella,1,el Raval,395,5,3,1
2026-01-01,1,Ciutat Vella,1,el Raval,440,5,3,2
2026-01-01,1,Ciutat Vella,1,el Raval,952,5,4,1
2026-01-01,1,Ciutat Vella,1,el Raval,1493,5,4,2
2026-01-01,1,Ciutat Vella,1,el Raval,1711,5,5,1
2026-01-01,1,Ciutat Vella,1,el Raval,2501,5,5,2
2026-01-01,1,Ciutat Vella,1,el Raval,1920,5,6,1
2026-01-01,1,Ciutat Vella,1,el Raval,2629,5,6,2
2026-01-01,1,Ciutat Vella,1,el Raval,1662,5,7,1
2026-01-01,1,Ciutat Vella,1,el Raval,2415,5,7,2
2026-01-01,1,Ciutat Vella,1,el Raval,1345,5,8,1
2026-01-01,1,Ciutat Vella,1,el Raval,1855,5,8,2
2026-01-01,1,Ciutat Vella,1,el Raval,1198,5,9,1
2026-01-01,1,Ciutat Vella,1,el Raval,1677,5,9,2
2026-01-01,1,Ciutat Vella,1,el Raval,1023,5,10,1
2026-01-01,1,Ciutat Vella,1,el Raval,1156,5,10,2
2026-01-01,1,Ciutat Vella,1,el Raval,766,5,11,1
2026-01-01,1,Ciutat Vella,1,el Raval,878,5,11,2
2026-01-01,1,Ciutat Vella,1,el Raval,636,5,12,1
2026-01-01,1,Ciutat Vella,1,el Raval,594,5,12,2
2026-01-01,1,Ciutat Vella,1,el Raval,466,5,13,1
2026-01-01,1,Ciutat Vella,1,el Raval,381,5,13,2
2026-01-01,1,Ciutat Vella,1,el Raval,305,5,14,1
2026-01-01,1,Ciutat Vella,1,el Raval,242,5,14,2
2026-01-01,1,Ciutat Vella,1,el Raval,170,5,15,1
2026-01-01,1,Ciutat Vella,1,el Raval,110,5,15,2
2026-01-01,1,Ciutat Vella,1,el Raval,75,5,16,1
2026-01-01,1,Ciutat Vella,1,el Raval,41,5,16,2
2026-01-01,1,Ciutat Vella,1,el Raval,42,5,17,1
2026-01-01,1,Ciutat Vella,1,el Raval,22,5,17,2
2026-01-01,1,Ciutat Vella,1,el Raval,8,5,18,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,5,18,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,5,19,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,5,20,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,3,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,4,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,5,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,5,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,6,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,7,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,8,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,8,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,9,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,9,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,10,1
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,10,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,12,2
2026-01-01,1,Ciutat Vella,1,el Raval,..,6,13,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,207,1,0,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,230,1,0,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,152,1,1,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,165,1,1,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,1,2,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,1,2,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,118,1,3,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,1,3,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,1,4,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,145,1,4,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,1,5,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,108,1,5,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,84,1,6,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,96,1,6,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,1,7,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,92,1,7,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,1,8,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,105,1,8,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,97,1,9,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,1,9,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,141,1,10,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,1,10,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,1,11,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,170,1,11,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,1,12,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,163,1,12,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,125,1,13,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,1,13,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,83,1,14,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,79,1,14,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,1,15,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,1,15,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,1,16,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,1,16,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,1,17,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,1,17,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,1,18,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,1,18,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,1,19,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,0,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,0,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,1,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,1,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,2,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,2,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,3,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,3,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,2,4,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,4,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,5,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,2,5,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,6,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,2,6,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,7,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,2,7,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,8,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,2,8,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,9,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,2,9,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,2,10,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,2,10,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,2,11,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,2,11,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,2,12,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,2,12,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,13,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,13,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,14,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,14,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,2,15,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,15,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,16,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,2,16,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,17,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,2,17,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,2,18,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,19,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,0,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,0,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,3,1,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,1,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,3,2,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,2,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,3,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,3,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,3,4,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,3,4,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,3,5,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,3,5,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,3,6,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,3,6,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,3,7,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,56,3,7,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,3,8,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,3,8,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,3,9,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,3,9,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,3,10,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,3,10,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,3,11,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,3,11,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,3,12,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,3,12,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,3,13,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,3,13,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,14,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,3,14,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,3,15,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,3,15,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,16,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,3,16,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,3,17,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,3,17,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,3,18,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,3,18,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,19,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,19,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,0,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,0,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,4,1,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,4,1,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,4,2,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,4,2,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,4,3,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,4,3,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,4,4,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,81,4,4,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,343,4,5,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,232,4,5,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,246,4,6,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,245,4,6,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,138,4,7,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,179,4,7,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,96,4,8,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,4,8,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,78,4,9,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,4,9,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,4,10,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,4,10,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,4,11,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,4,11,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,4,12,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,4,12,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,4,13,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,4,13,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,4,14,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,14,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,4,15,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,15,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,4,16,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,16,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,17,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,18,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,19,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,5,0,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,5,0,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,5,1,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,5,1,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,5,2,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,5,2,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,5,3,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,181,5,3,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,404,5,4,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,1177,5,4,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,839,5,5,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,2392,5,5,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,884,5,6,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,2511,5,6,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,719,5,7,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,2142,5,7,2
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,476,5,8,1
2026-01-01,1,Ciutat Vella,2,el Barri Gòtic,1572,5,8,2
